"COU","% of Total Earnings","Marginal Tax Wedge","Annual Gross Wage in US Dollars"
"HUN",136,"0.411504",53800
"HUN",137,"0.411504",54200
"HUN",138,"0.411504",54600
"HUN",139,"0.411504",55000
"HUN",140,"0.411504",55400
"HUN",141,"0.411504",55800
"HUN",142,"0.411504",56200
"HUN",143,"0.411504",56500
"HUN",144,"0.411504",56900
"HUN",145,"0.411504",57300
"HUN",146,"0.411504",57700
"HUN",147,"0.411504",58100
"HUN",148,"0.411504",58500
"HUN",149,"0.411504",58900
"HUN",150,"0.411504",59300
"IRL",50,"0.356146",34800
"IRL",51,"0.356146",35500
"IRL",52,"0.356146",36200
"IRL",53,"0.356146",36900
"IRL",54,"0.356146",37600
"IRL",55,"0.356146",38300
"IRL",56,"0.356146",39000
"IRL",57,"0.356146",39700
"IRL",58,"0.356146",40400
"IRL",59,"0.356146",41100
"IRL",60,"0.356146",41800
"IRL",61,"0.356146",42500
"IRL",62,"0.356146",43200
"IRL",63,"0.356146",43900
"IRL",64,"0.356146",44600
"IRL",65,"0.356146",45300
"IRL",66,"0.356146",46000
"IRL",67,"0.475229",46600
"IRL",68,"0.536245",47300
"IRL",69,"0.536245",48000
"IRL",70,"0.536245",48700
"IRL",71,"0.536245",49400
"IRL",72,"0.536245",50100
"IRL",73,"0.536245",50800
"IRL",74,"0.536245",51500
"IRL",75,"0.536245",52200
"IRL",76,"0.536245",52900
"IRL",77,"0.536245",53600
"IRL",78,"0.536245",54300
"IRL",79,"0.536245",55000
"IRL",80,"0.536245",55700
"IRL",81,"0.536245",56400
"IRL",82,"0.536245",57100
"IRL",83,"0.536245",57800
"IRL",84,"0.536245",58500
"IRL",85,"0.536245",59200
"IRL",86,"0.536245",59900
"IRL",87,"0.536245",60600
"IRL",88,"0.536245",61300
"IRL",89,"0.536245",62000
"IRL",90,"0.536245",62700
"IRL",91,"0.536245",63400
"IRL",92,"0.536245",64100
"IRL",93,"0.536245",64800
"IRL",94,"0.536245",65400
"IRL",95,"0.536245",66100
"IRL",96,"0.536245",66800
"IRL",97,"0.536245",67500
"IRL",98,"0.536245",68200
"IRL",99,"0.536245",68900
"IRL",100,"0.536245",69600
"IRL",101,"0.536245",70300
"IRL",102,"0.536245",71000
"IRL",103,"0.536245",71700
"IRL",104,"0.536245",72400
"IRL",105,"0.536245",73100
"IRL",106,"0.536245",73800
"IRL",107,"0.536245",74500
"IRL",108,"0.536245",75200
"IRL",109,"0.536245",75900
"IRL",110,"0.536245",76600
"IRL",111,"0.536245",77300
"IRL",112,"0.536245",78000
"IRL",113,"0.536245",78700
"IRL",114,"0.536245",79400
"IRL",115,"0.536245",80100
"IRL",116,"0.536245",80800
"IRL",117,"0.536245",81500
"IRL",118,"0.536245",82200
"IRL",119,"0.536245",82900
"IRL",120,"0.536245",83500
"IRL",121,"0.536245",84200
"IRL",122,"0.536245",84900
"IRL",123,"0.536245",85600
"IRL",124,"0.536245",86300
"IRL",125,"0.536245",87000
"IRL",126,"0.536245",87700
"IRL",127,"0.536245",88400
"IRL",128,"0.562385",89100
"IRL",129,"0.567762",89800
"IRL",130,"0.567762",90500
"IRL",131,"0.567762",91200
"IRL",132,"0.567762",91900
"IRL",133,"0.567762",92600
"IRL",134,"0.567762",93300
"IRL",135,"0.567762",94000
"IRL",136,"0.567762",94700
"IRL",137,"0.567762",95400
"IRL",138,"0.567762",96100
"IRL",139,"0.567762",96800
"IRL",140,"0.567762",97500
"IRL",141,"0.567762",98200
"IRL",142,"0.567762",98900
"IRL",143,"0.567762",99600
"IRL",144,"0.567762",100300
"IRL",145,"0.567762",101000
"IRL",146,"0.567762",101700
"IRL",147,"0.567762",102300
"IRL",148,"0.567762",103000
"IRL",149,"0.567762",103700
"IRL",150,"0.567762",104400
"ISL",50,"0.402276",36900
"ISL",51,"0.402276",37700
"ISL",52,"0.402276",38400
"ISL",53,"0.402276",39200
"ISL",54,"0.402276",39900
"ISL",55,"0.402276",40600
"ISL",56,"0.402276",41400
"ISL",57,"0.402276",42100
"ISL",58,"0.402276",42900
"ISL",59,"0.402276",43600
"ISL",60,"0.402276",44300
"ISL",61,"0.402276",45100
"ISL",62,"0.402276",45800
"ISL",63,"0.402276",46600
"ISL",64,"0.402276",47300
"ISL",65,"0.402276",48000
"ISL",66,"0.402276",48800
"ISL",67,"0.402276",49500
"ISL",68,"0.402276",50200
"ISL",69,"0.402276",51000
"ISL",70,"0.402276",51700
"ISL",71,"0.402276",52500
"ISL",72,"0.402276",53200
"ISL",73,"0.402276",53900
"ISL",74,"0.402276",54700
"ISL",75,"0.402276",55400
"ISL",76,"0.402276",56200
"ISL",77,"0.402276",56900
"ISL",78,"0.402276",57600
"ISL",79,"0.402276",58400
"ISL",80,"0.402276",59100
"ISL",81,"0.402276",59900
"ISL",82,"0.402276",60600
"ISL",83,"0.402276",61300
"ISL",84,"0.402276",62100
"ISL",85,"0.402276",62800
"ISL",86,"0.402276",63600
"ISL",87,"0.402276",64300
"ISL",88,"0.402276",65000
"ISL",89,"0.402276",65800
"ISL",90,"0.402276",66500
"ISL",91,"0.402276",67200
"ISL",92,"0.402276",68000
"ISL",93,"0.402276",68700
"ISL",94,"0.402276",69500
"ISL",95,"0.402276",70200
"ISL",96,"0.402276",70900
"ISL",97,"0.402276",71700
"ISL",98,"0.402276",72400
"ISL",99,"0.402276",73200
"ISL",100,"0.402276",73900
"ISL",101,"0.402276",74600
"ISL",102,"0.402276",75400
"ISL",103,"0.402276",76100
"ISL",104,"0.402276",76900
"ISL",105,"0.402276",77600
"ISL",106,"0.402276",78300
"ISL",107,"0.402276",79100
"ISL",108,"0.402276",79800
"ISL",109,"0.402276",80500
"ISL",110,"0.402276",81300
"ISL",111,"0.402276",82000
"ISL",112,"0.402276",82800
"ISL",113,"0.402276",83500
"ISL",114,"0.402276",84200
"ISL",115,"0.402276",85000
"ISL",116,"0.402276",85700
"ISL",117,"0.402276",86500
"ISL",118,"0.430051",87200
"ISL",119,"0.477198",87900
"ISL",120,"0.477198",88700
"ISL",121,"0.477198",89400
"ISL",122,"0.477198",90200
"ISL",123,"0.477198",90900
"ISL",124,"0.477198",91600
"ISL",125,"0.477198",92400
"ISL",126,"0.477198",93100
"ISL",127,"0.477198",93800
"ISL",128,"0.477198",94600
"ISL",129,"0.477198",95300
"ISL",130,"0.477198",96100
"ISL",131,"0.477198",96800
"ISL",132,"0.477198",97500
"ISL",133,"0.477198",98300
"ISL",134,"0.477198",99000
"ISL",135,"0.477198",99800
"ISL",136,"0.477198",100500
"ISL",137,"0.477198",101200
"ISL",138,"0.477198",102000
"ISL",139,"0.477198",102700
"ISL",140,"0.477198",103500
"ISL",141,"0.477198",104200
"ISL",142,"0.477198",104900
"ISL",143,"0.477198",105700
"ISL",144,"0.477198",106400
"ISL",145,"0.477198",107200
"ISL",146,"0.477198",107900
"ISL",147,"0.477198",108600
"ISL",148,"0.477198",109400
"ISL",149,"0.477198",110100
"ISL",150,"0.477198",110800
"ISR",50,"0.312268",23000
"ISR",51,"0.312268",23500
"ISR",52,"0.312268",23900
"ISR",53,"0.312268",24400
"ISR",54,"0.312268",24900
"ISR",55,"0.312268",25300
"ISR",56,"0.312268",25800
"ISR",57,"0.312268",26200
"ISR",58,"0.312268",26700
"ISR",59,"0.312268",27200
"ISR",60,"0.312268",27600
"ISR",61,"0.312268",28100
"ISR",62,"0.312268",28500
"ISR",63,"0.312268",29000
"ISR",64,"0.354769",29500
"ISR",65,"0.36803",29900
"ISR",66,"0.36803",30400
"ISR",67,"0.36803",30800
"ISR",68,"0.36803",31300
"ISR",69,"0.36803",31800
"ISR",70,"0.36803",32200
"ISR",71,"0.36803",32700
"ISR",72,"0.36803",33100
"ISR",73,"0.36803",33600
"ISR",74,"0.36803",34100
"ISR",75,"0.36803",34500
"ISR",76,"0.36803",35000
"ISR",77,"0.36803",35400
"ISR",78,"0.36803",35900
"ISR",79,"0.36803",36400
"ISR",80,"0.36803",36800
"ISR",81,"0.36803",37300
"ISR",82,"0.36803",37700
"ISR",83,"0.36803",38200
"ISR",84,"0.36803",38700
"ISR",85,"0.36803",39100
"ISR",86,"0.36803",39600
"ISR",87,"0.36803",40000
"ISR",88,"0.36803",40500
"ISR",89,"0.36803",41000
"ISR",90,"0.36803",41400
"ISR",91,"0.36803",41900
"ISR",92,"0.36803",42300
"ISR",93,"0.36803",42800
"ISR",94,"0.36803",43300
"ISR",95,"0.36803",43700
"ISR",96,"0.36803",44200
"ISR",97,"0.36803",44600
"ISR",98,"0.36803",45100
"ISR",99,"0.36803",45600
"ISR",100,"0.36803",46000
"ISR",101,"0.36803",46500
"ISR",102,"0.36803",46900
"ISR",103,"0.452899",47400
"ISR",104,"0.47026",47900
"ISR",105,"0.47026",48300
"ISR",106,"0.47026",48800
"ISR",107,"0.47026",49200
"ISR",108,"0.47026",49700
"ISR",109,"0.47026",50200
"ISR",110,"0.47026",50600
"ISR",111,"0.47026",51100
"ISR",112,"0.47026",51500
"ISR",113,"0.47026",52000
"ISR",114,"0.47026",52500
"ISR",115,"0.47026",52900
"ISR",116,"0.47026",53400
"ISR",117,"0.47026",53800
"ISR",118,"0.47026",54300
"ISR",119,"0.47026",54800
"ISR",120,"0.47026",55200
"ISR",121,"0.47026",55700
"ISR",122,"0.47026",56100
"ISR",123,"0.47026",56600
"ISR",124,"0.47026",57100
"ISR",125,"0.47026",57500
"ISR",126,"0.47026",58000
"ISR",127,"0.47026",58400
"ISR",128,"0.47026",58900
"ISR",129,"0.47026",59400
"ISR",130,"0.47026",59800
"ISR",131,"0.47026",60300
"ISR",132,"0.47026",60700
"ISR",133,"0.47026",61200
"ISR",134,"0.47026",61700
"ISR",135,"0.47026",62100
"ISR",136,"0.47026",62600
"ISR",137,"0.47026",63000
"ISR",138,"0.47026",63500
"ISR",139,"0.47026",64000
"ISR",140,"0.47026",64400
"ISR",141,"0.47026",64900
"ISR",142,"0.47026",65300
"ISR",143,"0.494304",65800
"ISR",144,"0.507435",66300
"ISR",145,"0.507435",66700
"ISR",146,"0.507435",67200
"ISR",147,"0.507435",67600
"ISR",148,"0.507435",68100
"ISR",149,"0.507435",68600
"ISR",150,"0.507435",69000
"ITA",50,"0.561311",26700
"ITA",51,"0.561311",27300
"ITA",52,"0.561311",27800
"ITA",53,"0.561311",28400
"ITA",54,"0.561311",28900
"ITA",55,"0.561311",29400
"ITA",56,"0.561311",30000
"ITA",57,"0.561311",30500
"ITA",58,"0.561311",31000
"ITA",59,"0.561311",31600
"ITA",60,"0.561311",32100
"ITA",61,"0.561311",32600
"ITA",62,"0.561311",33200
"ITA",63,"0.561311",33700
"ITA",64,"0.561311",34200
"ITA",65,"0.561311",34800
"ITA",66,"0.561311",35300
"ITA",67,"0.561311",35800
"ITA",68,"0.561311",36400
"ITA",69,"0.561311",36900
"ITA",70,"0.561311",37400
"ITA",71,"0.561311",38000
"ITA",72,"0.561311",38500
"ITA",73,"0.561311",39100
"ITA",74,"0.561311",39600
"ITA",75,"0.561311",40100
"ITA",76,"0.561311",40700
"ITA",77,"0.561311",41200
"ITA",78,"0.561311",41700
"ITA",79,"0.561311",42300
"ITA",80,"0.561311",42800
"ITA",81,"0.561311",43300
"ITA",82,"0.561311",43900
"ITA",83,"0.561311",44400
"ITA",84,"0.561311",44900
"ITA",85,"0.561311",45500
"ITA",86,"0.561311",46000
"ITA",87,"0.561311",46500
"ITA",88,"0.561311",47100
"ITA",89,"0.561311",47600
"ITA",90,"0.443331",48100
"ITA",91,"0.627431",48700
"ITA",92,"0.627431",49200
"ITA",93,"0.627431",49800
"ITA",94,"0.627431",50300
"ITA",95,"0.627431",50800
"ITA",96,"0.627431",51400
"ITA",97,"0.627431",51900
"ITA",98,"0.627431",52400
"ITA",99,"0.627431",53000
"ITA",100,"0.627431",53500
"ITA",101,"0.627431",54000
"ITA",102,"0.627431",54600
"ITA",103,"0.966909",55100
"ITA",104,"0.630695",55600
"ITA",105,"0.630695",56200
"ITA",106,"0.630695",56700
"ITA",107,"0.630695",57200
"ITA",108,"0.630695",57800
"ITA",109,"0.630695",58300
"ITA",110,"0.630695",58800
"ITA",111,"0.630695",59400
"ITA",112,"0.630695",59900
"ITA",113,"0.630695",60500
"ITA",114,"1.503525",61000
"ITA",115,"0.641701",61500
"ITA",116,"0.641701",62100
"ITA",117,"0.641701",62600
"ITA",118,"0.641701",63100
"ITA",119,"0.641701",63700
"ITA",120,"0.641701",64200
"ITA",121,"0.641701",64700
"ITA",122,"0.641701",65300
"ITA",123,"0.641701",65800
"ITA",124,"0.641701",66300
"ITA",125,"0.641701",66900
"ITA",126,"0.641701",67400
"ITA",127,"0.641701",67900
"ITA",128,"0.641701",68500
"ITA",129,"0.641701",69000
"ITA",130,"0.641701",69500
"ITA",131,"0.641701",70100
"ITA",132,"0.641701",70600
"ITA",133,"0.641701",71200
"ITA",134,"0.641701",71700
"ITA",135,"0.641701",72200
"ITA",136,"0.641701",72800
"ITA",137,"0.641701",73300
"ITA",138,"0.641701",73800
"ITA",139,"0.641701",74400
"ITA",140,"0.641701",74900
"ITA",141,"0.641701",75400
"ITA",142,"0.641701",76000
"ITA",143,"0.641701",76500
"ITA",144,"0.641701",77000
"ITA",145,"0.641701",77600
"ITA",146,"0.641701",78100
"ITA",147,"0.641701",78600
"ITA",148,"0.641701",79200
"ITA",149,"0.641701",79700
"ITA",150,"0.641701",80200
"JPN",50,"0.331144",26900
"JPN",51,"0.331144",27400
"JPN",52,"0.331144",28000
"JPN",53,"0.331144",28500
"JPN",54,"0.331144",29000
"JPN",55,"0.331144",29600
"JPN",56,"0.331144",30100
"JPN",57,"0.331144",30600
"JPN",58,"0.331144",31200
"JPN",59,"0.331144",31700
"JPN",60,"0.331144",32300
"JPN",61,"0.331144",32800
"JPN",62,"0.331144",33300
"JPN",63,"0.331144",33900
"JPN",64,"0.331144",34400
"JPN",65,"0.331144",34900
"JPN",66,"0.331144",35500
"JPN",67,"0.331144",36000
"JPN",68,"0.331144",36600
"JPN",69,"0.333128",37100
"JPN",70,"0.344238",37600
"JPN",71,"0.344238",38200
"JPN",72,"0.344238",38700
"JPN",73,"0.344238",39300
"JPN",74,"0.344238",39800
"JPN",75,"0.344238",40300
"JPN",76,"0.344238",40900
"JPN",77,"0.344238",41400
"JPN",78,"0.344238",41900
"JPN",79,"0.344238",42500
"JPN",80,"0.344238",43000
"JPN",81,"0.344238",43600
"JPN",82,"0.344238",44100
"JPN",83,"0.344238",44600
"JPN",84,"0.345685",45200
"JPN",85,"0.373246",45700
"JPN",86,"0.373246",46200
"JPN",87,"0.373246",46800
"JPN",88,"0.373246",47300
"JPN",89,"0.373246",47900
"JPN",90,"0.373246",48400
"JPN",91,"0.373246",48900
"JPN",92,"0.373246",49500
"JPN",93,"0.373246",50000
"JPN",94,"0.373246",50500
"JPN",95,"0.373246",51100
"JPN",96,"0.373246",51600
"JPN",97,"0.373246",52200
"JPN",98,"0.373246",52700
"JPN",99,"0.373246",53200
"JPN",100,"0.373246",53800
"JPN",101,"0.373246",54300
"JPN",102,"0.373246",54800
"JPN",103,"0.373246",55400
"JPN",104,"0.373246",55900
"JPN",105,"0.373246",56500
"JPN",106,"0.373246",57000
"JPN",107,"0.373246",57500
"JPN",108,"0.373246",58100
"JPN",109,"0.373246",58600
"JPN",110,"0.373246",59100
"JPN",111,"0.373246",59700
"JPN",112,"0.373246",60200
"JPN",113,"0.373246",60800
"JPN",114,"0.373246",61300
"JPN",115,"0.373246",61800
"JPN",116,"0.373246",62400
"JPN",117,"0.373246",62900
"JPN",118,"0.373246",63400
"JPN",119,"0.373246",64000
"JPN",120,"0.373246",64500
"JPN",121,"0.373246",65100
"JPN",122,"0.373246",65600
"JPN",123,"0.373246",66100
"JPN",124,"0.378511",66700
"JPN",125,"0.431261",67200
"JPN",126,"0.431261",67700
"JPN",127,"0.431261",68300
"JPN",128,"0.456163",68800
"JPN",129,"0.457631",69400
"JPN",130,"0.457631",69900
"JPN",131,"0.457631",70400
"JPN",132,"0.457631",71000
"JPN",133,"0.457631",71500
"JPN",134,"0.457631",72100
"JPN",135,"0.457631",72600
"JPN",136,"0.457631",73100
"JPN",137,"0.457631",73700
"JPN",138,"0.457631",74200
"JPN",139,"0.457631",74700
"JPN",140,"0.457631",75300
"JPN",141,"0.457631",75800
"JPN",142,"0.457631",76400
"JPN",143,"0.457631",76900
"JPN",144,"0.457631",77400
"JPN",145,"0.457631",78000
"JPN",146,"0.457631",78500
"JPN",147,"0.457631",79000
"JPN",148,"0.457631",79600
"JPN",149,"0.457631",80100
"JPN",150,"0.457631",80700
"KOR",50,"0.233328",30000
"KOR",51,"0.233328",30600
"KOR",52,"0.233328",31200
"KOR",53,"0.233328",31800
"KOR",54,"0.233328",32400
"KOR",55,"0.233328",33000
"KOR",56,"0.233328",33700
"KOR",57,"0.233328",34300
"KOR",58,"0.233328",34900
"KOR",59,"0.233328",35500
"KOR",60,"0.261394",36100
"KOR",61,"0.279144",36700
"KOR",62,"0.295237",37300
"KOR",63,"0.295237",37900
"KOR",64,"0.295237",38500
"KOR",65,"0.295237",39100
"KOR",66,"0.300801",39700
"KOR",67,"0.303165",40300
"KOR",68,"0.303165",40900
"KOR",69,"0.303165",41500
"KOR",70,"0.303165",42100
"KOR",71,"0.303165",42700
"KOR",72,"0.303165",43300
"KOR",73,"0.303165",43900
"KOR",74,"0.303165",44500
"KOR",75,"0.303165",45100
"KOR",76,"0.303165",45700
"KOR",77,"0.303165",46300
"KOR",78,"0.303165",46900
"KOR",79,"0.303165",47500
"KOR",80,"0.303165",48100
"KOR",81,"0.303165",48700
"KOR",82,"0.303165",49300
"KOR",83,"0.303165",49900
"KOR",84,"0.303165",50500
"KOR",85,"0.303165",51100
"KOR",86,"0.298318",51700
"KOR",87,"0.295237",52300
"KOR",88,"0.295237",52900
"KOR",89,"0.295237",53500
"KOR",90,"0.304057",54100
"KOR",91,"0.310102",54700
"KOR",92,"0.310102",55300
"KOR",93,"0.310102",55900
"KOR",94,"0.310102",56500
"KOR",95,"0.310102",57100
"KOR",96,"0.310102",57700
"KOR",97,"0.310102",58300
"KOR",98,"0.310102",58900
"KOR",99,"0.310102",59500
"KOR",100,"0.310102",60100
"KOR",101,"0.310102",60700
"KOR",102,"0.310102",61300
"KOR",103,"0.310102",61900
"KOR",104,"0.310102",62500
"KOR",105,"0.310102",63100
"KOR",106,"0.310102",63700
"KOR",107,"0.310102",64300
"KOR",108,"0.310102",64900
"KOR",109,"0.310102",65500
"KOR",110,"0.310102",66100
"KOR",111,"0.310102",66700
"KOR",112,"0.310102",67300
"KOR",113,"0.310102",67900
"KOR",114,"0.310102",68500
"KOR",115,"0.310102",69100
"KOR",116,"0.310102",69700
"KOR",117,"0.310102",70300
"KOR",118,"0.310102",70900
"KOR",119,"0.310102",71500
"KOR",120,"0.310102",72100
"KOR",121,"0.310102",72700
"KOR",122,"0.310102",73300
"KOR",123,"0.310102",73900
"KOR",124,"0.310102",74500
"KOR",125,"0.310102",75100
"KOR",126,"0.310102",75700
"KOR",127,"0.310102",76300
"KOR",128,"0.310102",76900
"KOR",129,"0.299141",77500
"KOR",130,"0.245672",78100
"KOR",131,"0.245672",78700
"KOR",132,"0.245672",79300
"KOR",133,"0.249727",79900
"KOR",134,"0.329541",80500
"KOR",135,"0.329541",81100
"KOR",136,"0.329541",81700
"KOR",137,"0.329541",82300
"KOR",138,"0.329541",82900
"KOR",139,"0.329541",83500
"KOR",140,"0.519284",84100
"KOR",141,"0.471796",84700
"KOR",142,"0.329541",85300
"KOR",143,"0.329541",85900
"KOR",144,"0.329541",86500
"KOR",145,"0.329541",87100
"KOR",146,"0.329541",87700
"KOR",147,"0.329541",88300
"KOR",148,"0.329541",88900
"KOR",149,"0.329541",89500
"KOR",150,"0.329541",90100
"LTU",50,"0.472443",20900
"LTU",51,"0.472443",21300
"LTU",52,"0.472443",21700
"LTU",53,"0.472443",22100
"LTU",54,"0.472443",22500
"LTU",55,"0.472443",22900
"LTU",56,"0.472443",23400
"LTU",59,"0.472443",24600
"LTU",60,"0.472443",25000
"LTU",61,"0.472443",25400
"LTU",62,"0.472443",25900
"LTU",63,"0.472443",26300
"LTU",64,"0.472443",26700
"LTU",65,"0.472443",27100
"LTU",66,"0.472443",27500
"LTU",70,"0.472443",29200
"LTU",72,"0.472443",30000
"LTU",73,"0.472443",30400
"LTU",74,"0.472443",30900
"LTU",75,"0.472443",31300
"LTU",76,"0.472443",31700
"LTU",80,"0.472443",33400
"LTU",81,"0.472443",33800
"LTU",83,"0.472443",34600
"LTU",84,"0.472443",35000
"LTU",85,"0.472443",35500
"LTU",86,"0.472443",35900
"LTU",87,"0.472443",36300
"LTU",91,"0.472443",38000
"LTU",92,"0.472443",38400
"LTU",93,"0.472443",38800
"LTU",94,"0.472443",39200
"LTU",95,"0.472443",39600
"LTU",96,"0.472443",40000
"LTU",97,"0.472443",40500
"LTU",101,"0.441006",42100
"LTU",102,"0.441006",42500
"LTU",103,"0.441006",43000
"LTU",104,"0.441006",43400
"LTU",105,"0.441006",43800
"LTU",106,"0.441006",44200
"LTU",107,"0.441006",44600
"LTU",108,"0.441006",45000
"LTU",111,"0.441006",46300
"LTU",112,"0.441006",46700
"LTU",113,"0.441006",47100
"LTU",114,"0.441006",47500
"LTU",115,"0.441006",48000
"LTU",116,"0.441006",48400
"LTU",117,"0.441006",48800
"LTU",118,"0.441006",49200
"LTU",122,"0.441006",50900
"LTU",123,"0.441006",51300
"LTU",124,"0.441006",51700
"LTU",125,"0.441006",52100
"LTU",126,"0.441006",52600
"LTU",127,"0.441006",53000
"LTU",128,"0.441006",53400
"LTU",133,"0.441006",55500
"LTU",134,"0.441006",55900
"LTU",135,"0.441006",56300
"LTU",136,"0.441006",56700
"LTU",140,"0.441006",58400
"LTU",141,"0.441006",58800
"LTU",142,"0.441006",59200
"LTU",143,"0.441006",59600
"LTU",144,"0.441006",60100
"LTU",145,"0.441006",60500
"LTU",146,"0.441006",60900
"LTU",150,"0.441006",62600
"LTU",57,"0.472443",23800
"LTU",58,"0.472443",24200
"LTU",67,"0.472443",27900
"LTU",68,"0.472443",28400
"LTU",69,"0.472443",28800
"LTU",71,"0.472443",29600
"LTU",77,"0.472443",32100
"LTU",78,"0.472443",32500
"LTU",79,"0.472443",32900
"LTU",82,"0.472443",34200
"LTU",88,"0.472443",36700
"LTU",89,"0.472443",37100
"LTU",90,"0.472443",37500
"LTU",98,"0.470572",40900
"LTU",99,"0.441006",41300
"LTU",100,"0.441006",41700
"LTU",109,"0.441006",45500
"LTU",110,"0.441006",45900
"LTU",119,"0.441006",49600
"LTU",120,"0.441006",50000
"LTU",121,"0.441006",50500
"LTU",129,"0.441006",53800
"LTU",130,"0.441006",54200
"LTU",131,"0.441006",54600
"LTU",132,"0.441006",55100
"LTU",137,"0.441006",57100
"LTU",138,"0.441006",57600
"LTU",139,"0.441006",58000
"LTU",147,"0.441006",61300
"LTU",148,"0.441006",61700
"LTU",149,"0.441006",62100
"LUX",50,"0.557597",41300
"LUX",51,"0.459402",42200
"LUX",52,"0.43984",43000
"LUX",53,"0.433439",43800
"LUX",54,"0.457248",44600
"LUX",55,"0.43984",45500
"LUX",56,"0.465912",46300
"LUX",57,"0.471194",47100
"LUX",58,"0.489941",47900
"LUX",59,"0.477166",48800
"LUX",60,"0.50735",49600
"LUX",61,"0.487263",50400
"LUX",62,"0.512683",51200
"LUX",63,"0.505089",52100
"LUX",64,"0.526515",52900
"LUX",65,"0.507366",53700
"LUX",66,"0.543923",54600
"LUX",67,"0.521158",55400
"LUX",68,"0.545021",56200
"LUX",69,"0.537228",57000
"LUX",70,"0.561332",57900
"LUX",71,"0.537228",58700
"LUX",72,"0.577321",59500
"LUX",73,"0.553297",60300
"LUX",74,"0.57874",61200
"LUX",75,"0.560033",62000
"LUX",76,"0.587444",62800
"LUX",77,"0.561332",63600
"LUX",78,"0.587444",64500
"LUX",79,"0.561332",65300
"LUX",80,"0.587444",66100
"LUX",81,"0.561332",67000
"LUX",82,"0.561332",67800
"LUX",83,"0.587444",68600
"LUX",84,"0.561332",69400
"LUX",85,"0.587444",70300
"LUX",86,"0.561332",71100
"LUX",87,"0.587444",71900
"LUX",88,"0.561332",72700
"LUX",89,"0.587444",73600
"LUX",90,"0.561332",74400
"LUX",91,"0.587444",75200
"LUX",92,"0.561332",76000
"LUX",93,"0.587444",76900
"LUX",94,"0.561332",77700
"LUX",95,"0.587444",78500
"LUX",96,"0.562555",79400
"LUX",97,"0.598204",80200
"LUX",98,"0.572091",81000
"LUX",99,"0.598204",81800
"LUX",100,"0.572091",82700
"LUX",101,"0.598204",83500
"LUX",102,"0.572091",84300
"LUX",103,"0.598204",85100
"LUX",104,"0.572091",86000
"LUX",105,"0.598204",86800
"LUX",106,"0.572091",87600
"LUX",107,"0.598204",88400
"LUX",108,"0.572091",89300
"LUX",109,"0.598204",90100
"LUX",110,"0.572091",90900
"LUX",111,"0.598204",91800
"LUX",112,"0.572091",92600
"LUX",113,"0.597855",93400
"LUX",114,"0.556806",94200
"LUX",115,"0.582919",95100
"LUX",116,"0.556806",95900
"LUX",117,"0.582919",96700
"LUX",118,"0.556806",97500
"LUX",119,"0.582919",98400
"LUX",120,"0.556806",99200
"LUX",121,"0.556806",1e+05
"LUX",122,"0.582919",100800
"LUX",123,"0.556806",101700
"LUX",124,"0.582919",102500
"LUX",125,"0.556806",103300
"LUX",126,"0.582919",104200
"LUX",127,"0.556806",105000
"LUX",128,"0.582919",105800
"LUX",129,"0.556806",106600
"LUX",130,"0.582919",107500
"LUX",131,"0.556806",108300
"LUX",132,"0.582919",109100
"LUX",133,"0.556806",109900
"LUX",134,"0.582919",110800
"LUX",135,"0.556806",111600
"LUX",136,"0.582919",112400
"LUX",137,"0.556806",113200
"LUX",138,"0.582919",114100
"LUX",139,"0.556806",114900
"LUX",140,"0.582919",115700
"LUX",141,"0.556806",116600
"LUX",142,"0.576447",117400
"LUX",143,"0.54429",118200
"LUX",144,"0.570403",119000
"LUX",145,"0.54429",119900
"LUX",146,"0.570403",120700
"LUX",147,"0.54429",121500
"LUX",148,"0.570403",122300
"LUX",149,"0.54429",123200
"LUX",150,"0.570403",124000
"LVA",78,"0.47357",24900
"LVA",116,"0.47357",37000
"LVA",74,"0.47357",23600
"LVA",56,"0.47357",17800
"LVA",69,"0.47357",22000
"LVA",145,"0.444939",46200
"LVA",66,"0.47357",21000
"LVA",125,"0.497843",39800
"LVA",99,"0.47357",31500
"LVA",96,"0.47357",30600
"LVA",93,"0.47357",29600
"LVA",138,"0.444939",44000
"LVA",51,"0.47357",16300
"LVA",64,"0.47357",20400
"LVA",83,"0.47357",26400
"LVA",141,"0.444939",44900
"LVA",122,"0.497843",38900
"LVA",109,"0.47357",34700
"LVA",90,"0.47357",28700
"LVA",54,"0.47357",17200
"LVA",67,"0.47357",21300
"LVA",80,"0.47357",25500
"LVA",128,"0.492216",40800
"LVA",101,"0.47357",32200
"LVA",139,"0.444939",44300
"LVA",148,"0.444939",47200
"LVA",110,"0.47357",35100
"LVA",112,"0.47357",35700
"LVA",84,"0.47357",26800
"LVA",65,"0.47357",20700
"LVA",123,"0.497843",39200
"LVA",117,"0.47357",37300
"LVA",130,"0.444939",41400
"LVA",149,"0.444939",47500
"LVA",91,"0.47357",29000
"LVA",143,"0.444939",45600
"LVA",55,"0.47357",17500
"LVA",98,"0.47357",31200
"LVA",53,"0.47357",16900
"LVA",72,"0.47357",22900
"LVA",85,"0.47357",27100
"LVA",87,"0.47357",27700
"LVA",82,"0.47357",26100
"LVA",136,"0.444939",43300
"LVA",114,"0.47357",36300
"LVA",146,"0.444939",46500
"LVA",107,"0.47357",34100
"LVA",94,"0.47357",30000
"LVA",132,"0.444939",42100
