"COU","% of Total Earnings","Marginal Tax Wedge","Annual Gross Wage in US Dollars"
"AUS",70,"0.351137",45800
"AUS",71,"0.345",46500
"AUS",72,"0.345",47100
"AUS",73,"0.345",47800
"AUS",74,"0.345",48400
"AUS",75,"0.345",49100
"AUS",76,"0.345",49700
"AUS",77,"0.345",50400
"AUS",78,"0.345",51100
"AUS",79,"0.345",51700
"AUS",80,"0.345",52400
"AUS",81,"0.345",53000
"AUS",82,"0.345",53700
"AUS",83,"0.345",54300
"AUS",84,"0.345",55000
"AUS",85,"0.345",55600
"AUS",86,"0.345",56300
"AUS",87,"0.345",56900
"AUS",88,"0.345",57600
"AUS",89,"0.345",58300
"AUS",90,"0.345",58900
"AUS",91,"0.345",59600
"AUS",92,"0.345",60200
"AUS",93,"0.345",60900
"AUS",94,"0.345",61500
"AUS",95,"0.373431",62200
"AUS",96,"0.375",62800
"AUS",97,"0.375",63500
"AUS",98,"0.375",64100
"AUS",99,"0.375",64800
"AUS",100,"0.375",65500
"AUS",101,"0.375",66100
"AUS",102,"0.375",66800
"AUS",103,"0.375",67400
"AUS",104,"0.375",68100
"AUS",105,"0.375",68700
"AUS",106,"0.375",69400
"AUS",107,"0.375",70000
"AUS",108,"0.375",70700
"AUS",109,"0.375",71300
"AUS",110,"0.375",72000
"AUS",111,"0.375",72700
"AUS",112,"0.375",73300
"AUS",113,"0.375",74000
"AUS",114,"0.375",74600
"AUS",115,"0.375",75300
"AUS",116,"0.375",75900
"AUS",117,"0.375",76600
"AUS",118,"0.375",77200
"AUS",119,"0.375",77900
"AUS",120,"0.375",78500
"AUS",121,"0.375",79200
"AUS",122,"0.375",79900
"AUS",123,"0.375",80500
"AUS",124,"0.375",81200
"AUS",125,"0.375",81800
"AUS",126,"0.386863",82500
"AUS",127,"0.42",83100
"AUS",128,"0.42",83800
"AUS",129,"0.42",84400
"AUS",130,"0.42",85100
"AUS",131,"0.42",85700
"AUS",132,"0.42",86400
"AUS",133,"0.835773",87100
"AUS",134,"0.39",87700
"AUS",135,"0.39",88400
"AUS",136,"0.39",89000
"AUS",137,"0.39",89700
"AUS",138,"0.39",90300
"AUS",139,"0.39",91000
"AUS",140,"0.39",91600
"AUS",141,"0.39",92300
"AUS",142,"0.39",92900
"AUS",143,"0.39",93600
"AUS",144,"0.39",94300
"AUS",145,"0.39",94900
"AUS",146,"0.39",95600
"AUS",147,"0.39",96200
"AUS",148,"0.39",96900
"AUS",149,"0.39",97500
"AUS",150,"0.39",98200
"AUT",50,"0.619216",34600
"AUT",51,"0.619216",35300
"AUT",52,"0.619216",36000
"AUT",53,"0.86368",36700
"AUT",54,"0.623743",37400
"AUT",55,"0.623743",38100
"AUT",56,"0.623743",38800
"AUT",57,"0.886316",39400
"AUT",58,"0.62827",40100
"AUT",59,"0.62827",40800
"AUT",60,"0.62827",41500
"AUT",61,"0.62827",42200
"AUT",62,"0.62827",42900
"AUT",63,"0.62827",43600
"AUT",64,"0.62827",44300
"AUT",65,"0.62827",45000
"AUT",66,"0.597544",45700
"AUT",67,"0.542797",46400
"AUT",68,"0.542797",47100
"AUT",69,"0.542797",47700
"AUT",70,"0.542797",48400
"AUT",71,"0.542797",49100
"AUT",72,"0.542797",49800
"AUT",73,"0.542797",50500
"AUT",74,"0.542797",51200
"AUT",75,"0.542797",51900
"AUT",76,"0.542797",52600
"AUT",77,"0.542797",53300
"AUT",78,"0.542797",54000
"AUT",79,"0.542797",54700
"AUT",80,"0.542797",55400
"AUT",81,"0.542797",56100
"AUT",82,"0.542797",56700
"AUT",83,"0.542797",57400
"AUT",84,"0.583132",58100
"AUT",85,"0.594903",58800
"AUT",86,"0.594903",59500
"AUT",87,"0.594903",60200
"AUT",88,"0.594903",60900
"AUT",89,"0.594903",61600
"AUT",90,"0.594903",62300
"AUT",91,"0.594903",63000
"AUT",92,"0.594903",63700
"AUT",93,"0.594903",64400
"AUT",94,"0.594903",65000
"AUT",95,"0.594903",65700
"AUT",96,"0.594903",66400
"AUT",97,"0.594903",67100
"AUT",98,"0.594903",67800
"AUT",99,"0.594903",68500
"AUT",100,"0.594903",69200
"AUT",101,"0.594903",69900
"AUT",102,"0.594903",70600
"AUT",103,"0.594903",71300
"AUT",104,"0.594903",72000
"AUT",105,"0.594903",72700
"AUT",106,"0.594903",73400
"AUT",107,"0.594903",74000
"AUT",108,"0.594903",74700
"AUT",109,"0.594903",75400
"AUT",110,"0.594903",76100
"AUT",111,"0.594903",76800
"AUT",112,"0.594903",77500
"AUT",113,"0.594903",78200
"AUT",114,"0.594903",78900
"AUT",115,"0.594903",79600
"AUT",116,"0.594903",80300
"AUT",117,"0.594903",81000
"AUT",118,"0.594903",81700
"AUT",119,"0.594903",82400
"AUT",120,"0.594903",83000
"AUT",121,"0.594903",83700
"AUT",122,"0.594903",84400
"AUT",123,"0.594903",85100
"AUT",124,"0.594903",85800
"AUT",125,"0.594903",86500
"AUT",126,"0.594903",87200
"AUT",127,"0.594903",87900
"AUT",128,"0.594903",88600
"AUT",129,"0.594903",89300
"AUT",130,"0.594903",90000
"AUT",131,"0.594903",90700
"AUT",132,"0.594903",91300
"AUT",133,"0.594903",92000
"AUT",134,"0.594903",92700
"AUT",135,"0.594903",93400
"AUT",136,"0.594903",94100
"AUT",137,"0.594903",94800
"AUT",138,"0.594903",95500
"AUT",139,"0.594903",96200
"AUT",140,"0.594903",96900
"AUT",141,"0.594903",97600
"AUT",142,"0.594903",98300
"AUT",143,"0.594903",99000
"AUT",144,"0.594903",99700
"AUT",145,"0.594903",100300
"AUT",146,"0.594903",101000
"AUT",147,"0.594903",101700
"AUT",148,"0.594903",102400
"AUT",149,"0.817486",103100
"AUT",150,"0.549984",103800
"BEL",50,"0.814191",37100
"BEL",51,"0.814191",37900
"BEL",52,"0.801433",38600
"BEL",53,"0.797377",39400
"BEL",54,"0.797377",40100
"BEL",55,"0.797377",40900
"BEL",56,"0.797377",41600
"BEL",57,"0.797377",42300
"BEL",58,"0.797377",43100
"BEL",59,"0.797377",43800
"BEL",60,"0.797377",44600
"BEL",61,"0.797767",45300
"BEL",62,"0.797971",46000
"BEL",63,"0.685037",46800
"BEL",64,"0.685037",47500
"BEL",65,"0.685037",48300
"BEL",66,"0.685037",49000
"BEL",67,"0.685037",49800
"BEL",68,"0.685037",50500
"BEL",69,"0.685037",51200
"BEL",70,"0.685037",52000
"BEL",71,"0.685037",52700
"BEL",72,"0.651267",53500
"BEL",73,"0.65033",54200
"BEL",74,"0.65033",55000
"BEL",75,"0.65033",55700
"BEL",76,"0.65033",56400
"BEL",77,"0.65033",57200
"BEL",78,"0.65033",57900
"BEL",79,"0.65033",58700
"BEL",80,"0.65033",59400
"BEL",81,"0.65033",60200
"BEL",82,"0.65033",60900
"BEL",83,"0.65033",61600
"BEL",84,"0.65033",62400
"BEL",85,"0.65033",63100
"BEL",86,"0.65033",63900
"BEL",87,"0.65033",64600
"BEL",88,"0.65033",65400
"BEL",89,"0.663063",66100
"BEL",90,"0.668865",66800
"BEL",91,"0.668865",67600
"BEL",92,"0.668865",68300
"BEL",93,"0.668865",69100
"BEL",94,"0.668865",69800
"BEL",95,"0.668865",70600
"BEL",96,"0.668865",71300
"BEL",97,"0.650536",72000
"BEL",98,"0.650327",72800
"BEL",99,"0.653801",73500
"BEL",100,"0.686512",74300
"BEL",101,"0.686512",75000
"BEL",102,"0.686512",75800
"BEL",103,"0.686512",76500
"BEL",104,"0.686512",77200
"BEL",105,"0.686512",78000
"BEL",106,"0.686512",78700
"BEL",107,"0.686512",79500
"BEL",108,"0.686512",80200
"BEL",109,"0.686512",81000
"BEL",110,"0.686512",81700
"BEL",111,"0.686512",82400
"BEL",112,"0.686512",83200
"BEL",113,"0.686512",83900
"BEL",114,"0.686512",84700
"BEL",115,"0.686512",85400
"BEL",116,"0.686512",86200
"BEL",117,"0.686512",86900
"BEL",118,"0.686512",87600
"BEL",119,"0.686512",88400
"BEL",120,"0.686512",89100
"BEL",121,"0.686512",89900
"BEL",122,"0.686512",90600
"BEL",123,"0.686512",91400
"BEL",124,"0.686512",92100
"BEL",125,"0.686512",92800
"BEL",126,"0.686512",93600
"BEL",127,"0.686512",94300
"BEL",128,"0.686512",95100
"BEL",129,"0.686512",95800
"BEL",130,"0.686512",96600
"BEL",131,"0.686512",97300
"BEL",132,"0.686512",98000
"BEL",133,"0.686512",98800
"BEL",134,"0.686512",99500
"BEL",135,"0.686512",100300
"BEL",136,"0.686512",101000
"BEL",137,"0.681137",101800
"BEL",138,"0.67762",102500
"BEL",139,"0.67762",103200
"BEL",140,"0.67762",104000
"BEL",141,"0.67762",104700
"BEL",142,"0.67762",105500
"BEL",143,"0.67762",106200
"BEL",144,"0.67762",107000
"BEL",145,"0.67762",107700
"BEL",146,"0.67762",108400
"BEL",147,"0.67762",109200
"BEL",148,"0.67762",109900
"BEL",149,"0.67762",110700
"BEL",150,"0.67762",111400
"CAN",50,"0.353224",32500
"CAN",51,"0.377893",33100
"CAN",52,"0.377893",33800
"CAN",53,"0.377893",34400
"CAN",54,"0.377893",35100
"CAN",55,"0.377893",35700
"CAN",56,"0.378894",36400
"CAN",57,"0.414493",37000
"CAN",58,"0.414493",37700
"CAN",59,"0.579618",38300
"CAN",60,"0.414493",39000
"CAN",61,"0.420895",39600
"CAN",62,"0.437519",40300
"CAN",63,"0.418956",40900
"CAN",64,"0.418956",41600
"CAN",65,"0.418956",42200
"CAN",66,"0.418956",42900
"CAN",67,"0.418956",43500
"CAN",68,"0.418956",44200
"CAN",69,"0.418956",44800
"CAN",70,"0.418956",45500
"CAN",71,"0.418956",46100
"CAN",72,"0.418956",46800
"CAN",73,"0.414425",47400
"CAN",74,"0.395569",48100
"CAN",75,"0.395569",48700
"CAN",76,"0.395569",49400
"CAN",77,"0.395569",50000
"CAN",78,"0.395569",50700
"CAN",79,"0.353057",51300
"CAN",80,"0.318776",52000
"CAN",81,"0.318776",52600
"CAN",82,"0.318776",53300
"CAN",83,"0.318776",53900
"CAN",84,"0.318776",54600
"CAN",85,"0.318776",55200
"CAN",86,"0.318776",55800
"CAN",87,"0.318776",56500
"CAN",88,"0.394619",57100
"CAN",89,"0.420709",57800
"CAN",90,"0.318776",58400
"CAN",91,"0.318776",59100
"CAN",92,"0.318776",59700
"CAN",93,"0.318776",60400
"CAN",94,"0.318776",61000
"CAN",95,"0.318776",61700
"CAN",96,"0.318776",62300
"CAN",97,"0.318776",63000
"CAN",98,"0.318776",63600
"CAN",99,"0.318776",64300
"CAN",100,"0.318776",64900
"CAN",101,"0.318776",65600
"CAN",102,"0.320569",66200
"CAN",103,"0.336497",66900
"CAN",104,"0.336497",67500
"CAN",105,"0.336497",68200
"CAN",106,"0.336497",68800
"CAN",107,"0.336497",69500
"CAN",108,"0.336497",70100
"CAN",109,"0.336497",70800
"CAN",110,"0.336497",71400
"CAN",111,"0.336497",72100
"CAN",112,"0.336497",72700
"CAN",113,"0.343013",73400
"CAN",114,"0.359853",74000
"CAN",115,"0.359853",74700
"CAN",116,"0.359853",75300
"CAN",117,"0.359853",76000
"CAN",118,"0.359853",76600
"CAN",119,"0.359853",77300
"CAN",120,"0.392606",77900
"CAN",121,"0.398757",78600
"CAN",122,"0.398062",79200
"CAN",123,"0.421368",79900
"CAN",124,"0.44492",80500
"CAN",125,"0.44492",81200
"CAN",126,"0.44492",81800
"CAN",127,"0.44492",82500
"CAN",128,"0.44492",83100
"CAN",129,"0.44492",83800
"CAN",130,"0.44492",84400
"CAN",131,"0.44492",85100
"CAN",132,"0.44492",85700
"CAN",133,"0.44492",86400
"CAN",134,"0.44492",87000
"CAN",135,"0.44492",87700
"CAN",136,"0.44492",88300
"CAN",137,"0.44492",89000
"CAN",138,"0.44492",89600
"CAN",139,"0.44492",90300
"CAN",140,"0.44492",90900
"CAN",141,"0.44492",91600
"CAN",142,"0.44492",92200
"CAN",143,"0.44492",92900
"CAN",144,"0.44492",93500
"CAN",145,"0.44492",94200
"CAN",146,"0.44492",94800
"CAN",147,"0.44492",95500
"CAN",148,"0.44492",96100
"CAN",149,"0.44492",96800
"CAN",150,"0.44492",97400
"CHE",50,"0.23746",47300
"CHE",51,"0.252104",48200
"CHE",52,"0.252104",49200
"CHE",53,"0.243552",50100
"CHE",54,"0.270383",51100
"CHE",55,"0.253707",52000
"CHE",56,"0.270383",53000
"CHE",57,"0.270383",53900
"CHE",58,"0.253707",54900
"CHE",59,"0.270383",55800
"CHE",60,"0.270383",56800
"CHE",61,"0.253707",57700
"CHE",62,"0.270383",58700
"CHE",63,"0.270383",59600
"CHE",64,"0.253707",60500
"CHE",65,"0.27069",61500
"CHE",66,"0.273149",62400
"CHE",67,"0.256166",63400
"CHE",68,"0.291428",64300
"CHE",69,"0.291428",65300
"CHE",70,"0.272413",66200
"CHE",71,"0.272413",67200
"CHE",72,"0.291428",68100
"CHE",73,"0.272413",69100
"CHE",74,"0.291428",70000
"CHE",75,"0.272413",71000
"CHE",76,"0.272413",71900
"CHE",77,"0.291428",72800
"CHE",78,"0.272413",73800
"CHE",79,"0.272413",74700
"CHE",80,"0.291428",75700
"CHE",81,"0.272413",76600
"CHE",82,"0.272413",77600
"CHE",83,"0.291428",78500
"CHE",84,"0.272413",79500
"CHE",85,"0.291428",80400
"CHE",86,"0.286248",81400
"CHE",87,"0.294548",82300
"CHE",88,"0.332577",83200
"CHE",89,"0.310796",84200
"CHE",90,"0.310796",85100
"CHE",91,"0.334607",86100
"CHE",92,"0.310796",87000
"CHE",93,"0.3151",88000
"CHE",94,"0.340141",88900
"CHE",95,"0.315715",89900
"CHE",96,"0.315715",90800
"CHE",97,"0.340141",91800
"CHE",98,"0.315715",92700
"CHE",99,"0.340141",93700
"CHE",100,"0.315715",94600
"CHE",101,"0.315715",95500
"CHE",102,"0.340141",96500
"CHE",103,"0.315715",97400
"CHE",104,"0.315715",98400
"CHE",105,"0.340141",99300
"CHE",106,"0.315715",100300
"CHE",107,"0.315715",101200
"CHE",108,"0.340141",102200
"CHE",109,"0.315715",103100
"CHE",110,"0.340141",104100
"CHE",111,"0.315715",105000
"CHE",112,"0.315715",106000
"CHE",113,"0.340141",106900
"CHE",114,"0.315715",107800
"CHE",115,"0.315715",108800
"CHE",116,"0.340141",109700
"CHE",117,"0.315715",110700
"CHE",118,"0.315715",111600
"CHE",119,"0.340141",112600
"CHE",120,"0.315715",113500
"CHE",121,"0.340141",114500
"CHE",122,"0.315715",115400
"CHE",123,"0.321863",116400
"CHE",124,"0.358587",117300
"CHE",125,"0.332111",118300
"CHE",126,"0.332111",119200
"CHE",127,"0.376865",120100
"CHE",128,"0.348358",121100
"CHE",129,"0.348358",122000
"CHE",130,"0.376865",123000
"CHE",131,"0.348358",123900
"CHE",132,"0.376865",124900
"CHE",133,"0.348358",125800
"CHE",134,"0.348358",126800
"CHE",135,"0.376865",127700
"CHE",136,"0.348358",128700
"CHE",137,"0.348358",129600
"CHE",138,"0.376865",130500
"CHE",139,"0.348358",131500
"CHE",140,"0.348358",132400
"CHE",141,"0.376865",133400
"CHE",142,"0.376865",134300
"CHE",143,"0.348358",135300
"CHE",144,"0.376865",136200
"CHE",145,"0.376865",137200
"CHE",146,"0.347428",138100
"CHE",147,"0.36766",139100
"CHE",148,"0.36766",140000
"CHE",149,"0.338991",141000
"CHE",150,"0.36766",141900
"CHL",51,"0.07",13600
"CHL",77,"0.07",20600
"CHL",135,"0.1025",36100
"CHL",132,"0.1025",35300
"CHL",59,"0.07",15800
"CHL",123,"0.1025",32900
"CHL",67,"0.07",17900
"CHL",138,"0.1025",36900
"CHL",144,"0.1025",38500
"CHL",65,"0.07",17400
"CHL",86,"0.07",23000
"CHL",83,"0.07",22200
"CHL",140,"0.1025",37400
"CHL",101,"0.100823",27000
"CHL",130,"0.1025",34700
"CHL",142,"0.1025",37900
"CHL",96,"0.07",25600
"CHL",110,"0.1025",29400
"CHL",133,"0.1025",35500
"CHL",143,"0.1025",38200
"CHL",105,"0.1025",28100
"CHL",91,"0.07",24300
"CHL",119,"0.1025",31800
"CHL",112,"0.1025",29900
"CHL",117,"0.1025",31300
"CHL",64,"0.07",17100
"CHL",122,"0.1025",32600
"CHL",108,"0.1025",28900
"CHL",50,"0.07",13400
"CHL",103,"0.1025",27500
"CHL",129,"0.1025",34500
"CHL",100,"0.07",26700
"CHL",57,"0.07",15200
"CHL",87,"0.07",23200
"CHL",58,"0.07",15500
"CHL",109,"0.1025",29100
"CHL",127,"0.1025",33900
"CHL",82,"0.07",21900
"CHL",98,"0.07",26200
"CHL",54,"0.07",14400
"CHL",125,"0.1025",33400
"CHL",148,"0.1025",39500
"CHL",128,"0.1025",34200
"CHL",90,"0.07",24000
"CHL",68,"0.07",18200
"CHL",84,"0.07",22400
"CHL",73,"0.07",19500
"CHL",104,"0.1025",27800
"CHL",70,"0.07",18700
"CHL",99,"0.07",26500
"CHL",114,"0.1025",30500
"CHL",118,"0.1025",31500
"CHL",55,"0.07",14700
"CHL",139,"0.1025",37100
"CHL",116,"0.1025",31000
"CHL",111,"0.1025",29700
"CHL",149,"0.1025",39800
"CHL",79,"0.07",21100
"CHL",78,"0.07",20800
"CHL",146,"0.1025",39000
"CHL",147,"0.1025",39300
"CHL",75,"0.07",20000
"CHL",95,"0.07",25400
"CHL",97,"0.07",25900
"CHL",71,"0.07",19000
"CHL",60,"0.07",16000
"CHL",141,"0.1025",37700
"CHL",53,"0.07",14200
"CHL",74,"0.07",19800
"CHL",134,"0.1025",35800
"CHL",62,"0.07",16600
"CHL",56,"0.07",15000
"CHL",85,"0.07",22700
"CHL",107,"0.1025",28600
"CHL",113,"0.1025",30200
"CHL",126,"0.1025",33700
"CHL",150,"0.1025",40100
"CHL",66,"0.07",17600
"CHL",61,"0.07",16300
"CHL",94,"0.07",25100
"CHL",88,"0.07",23500
"CHL",115,"0.1025",30700
"CHL",120,"0.1025",32100
"CHL",106,"0.1025",28300
"CHL",81,"0.07",21600
"CHL",137,"0.1025",36600
"CHL",136,"0.1025",36300
"CHL",72,"0.07",19200
"CHL",80,"0.07",21400
"CHL",102,"0.1025",27300
"CHL",52,"0.07",13900
"CHL",76,"0.07",20300
"CHL",63,"0.07",16800
"CHL",121,"0.1025",32300
"CHL",93,"0.07",24800
"CHL",124,"0.1025",33100
"CHL",145,"0.1025",38700
"CHL",69,"0.07",18400
"CHL",131,"0.1025",35000
"CHL",92,"0.07",24600
"CHL",89,"0.07",23800
"COL",50,"0",7300
"COL",51,"0",7500
"COL",53,"0",7800
"COL",55,"0",8100
"COL",57,"0",8300
"COL",59,"0",8600
"COL",60,"0",8800
"COL",61,"0",8900
"COL",62,"0",9100
"COL",63,"0",9200
"COL",64,"0",9400
"COL",66,"0",9700
"COL",68,"0",10000
"COL",69,"0",10100
"COL",70,"0",10300
"COL",71,"0",10400
"COL",72,"0",10500
"COL",73,"0",10700
"COL",75,"0",11000
"COL",77,"0",11300
"COL",78,"0",11400
"COL",79,"0",11600
"COL",80,"0",11700
"COL",81,"0",11900
"COL",82,"0",12000
"COL",84,"0",12300
"COL",86,"0",12600
"COL",88,"0",12900
"COL",89,"0",13000
"COL",91,"0",13300
"COL",93,"0",13600
"COL",95,"0",13900
"COL",97,"0",14200
"COL",98,"0",14400
"COL",99,"0",14500
"COL",100,"0",14600
"COL",102,"0",14900
"COL",104,"0",15200
"COL",106,"0",15500
"COL",107,"0",15700
"COL",108,"0",15800
"COL",109,"0",16000
"COL",111,"0",16300
"COL",113,"0",16500
"COL",116,"0",17000
"COL",117,"0",17100
"COL",118,"0",17300
"COL",119,"0",17400
"COL",120,"0",17600
"COL",122,"0",17900
"COL",124,"0",18200
"COL",125,"0",18300
"COL",126,"0",18500
"COL",127,"0",18600
"COL",128,"0",18700
"COL",129,"0",18900
"COL",131,"0",19200
"COL",133,"0",19500
"COL",136,"0",19900
"COL",137,"0",20100
"COL",138,"0",20200
"COL",140,"0",20500
"COL",142,"0",20800
"COL",144,"0",21100
"COL",145,"0",21200
"COL",146,"0",21400
"COL",147,"0",21500
"COL",149,"0",21800
"COL",52,"0",7600
"COL",54,"0",7900
"COL",56,"0",8200
"COL",58,"0",8500
"COL",65,"0",9500
"COL",67,"0",9800
"COL",74,"0",10800
"COL",76,"0",11100
"COL",83,"0",12200
"COL",85,"0",12400
"COL",87,"0",12700
"COL",90,"0",13200
"COL",92,"0",13500
"COL",94,"0",13800
"COL",96,"0",14100
"COL",101,"0",14800
"COL",103,"0",15100
"COL",105,"0",15400
"COL",110,"0",16100
"COL",112,"0",16400
"COL",114,"0",16700
"COL",115,"0",16800
"COL",121,"0",17700
"COL",123,"0",18000
"COL",130,"0",19000
"COL",132,"0",19300
"COL",134,"0",19600
"COL",135,"0",19800
"COL",139,"0",20400
"COL",141,"0",20600
"COL",143,"0",20900
"COL",148,"0",21700
"COL",150,"0",22000
"CRI",50,"0.29249",14100
"CRI",51,"0.29249",14400
"CRI",52,"0.29249",14600
"CRI",53,"0.29249",14900
"CRI",54,"0.29249",15200
"CRI",55,"0.29249",15500
"CRI",56,"0.29249",15800
"CRI",57,"0.29249",16100
"CRI",58,"0.29249",16300
"CRI",59,"0.29249",16600
"CRI",60,"0.29249",16900
"CRI",61,"0.29249",17200
"CRI",62,"0.29249",17500
"CRI",63,"0.29249",17700
"CRI",64,"0.29249",18000
"CRI",65,"0.29249",18300
"CRI",66,"0.29249",18600
"CRI",67,"0.29249",18900
"CRI",68,"0.29249",19200
"CRI",69,"0.29249",19400
"CRI",70,"0.29249",19700
"CRI",71,"0.29249",20000
"CRI",72,"0.29249",20300
"CRI",73,"0.29249",20600
"CRI",74,"0.29249",20800
"CRI",75,"0.29249",21100
"CRI",76,"0.29249",21400
"CRI",77,"0.29249",21700
"CRI",78,"0.29249",22000
"CRI",79,"0.29249",22300
"CRI",80,"0.29249",22500
"CRI",81,"0.29249",22800
"CRI",82,"0.29249",23100
"CRI",83,"0.29249",23400
"CRI",84,"0.29249",23700
"CRI",85,"0.29249",23900
"CRI",86,"0.29249",24200
"CRI",87,"0.29249",24500
"CRI",88,"0.29249",24800
"CRI",89,"0.29249",25100
"CRI",90,"0.29249",25400
"CRI",91,"0.29249",25600
"CRI",92,"0.29249",25900
"CRI",93,"0.29249",26200
"CRI",94,"0.29249",26500
"CRI",95,"0.29249",26800
"CRI",96,"0.29249",27000
"CRI",97,"0.29249",27300
"CRI",98,"0.29249",27600
"CRI",99,"0.29249",27900
"CRI",100,"0.29249",28200
"CRI",101,"0.29249",28500
"CRI",102,"0.29249",28700
"CRI",103,"0.29249",29000
"CRI",104,"0.29249",29300
"CRI",105,"0.29249",29600
"CRI",106,"0.29249",29900
"CRI",107,"0.29249",30100
"CRI",108,"0.29249",30400
"CRI",109,"0.29249",30700
"CRI",110,"0.29249",31000
"CRI",111,"0.29249",31300
"CRI",112,"0.29249",31500
"CRI",113,"0.29249",31800
"CRI",114,"0.29249",32100
"CRI",115,"0.29249",32400
"CRI",116,"0.29249",32700
"CRI",117,"0.29249",33000
"CRI",118,"0.29249",33200
"CRI",119,"0.331496",33500
"CRI",120,"0.365044",33800
"CRI",121,"0.365044",34100
"CRI",122,"0.365044",34400
"CRI",123,"0.365044",34600
"CRI",124,"0.365044",34900
"CRI",125,"0.365044",35200
"CRI",126,"0.365044",35500
"CRI",127,"0.365044",35800
"CRI",128,"0.365044",36100
"CRI",129,"0.365044",36300
"CRI",130,"0.365044",36600
"CRI",131,"0.365044",36900
"CRI",132,"0.365044",37200
"CRI",133,"0.365044",37500
"CRI",134,"0.365044",37700
"CRI",135,"0.365044",38000
"CRI",136,"0.365044",38300
"CRI",137,"0.365044",38600
"CRI",138,"0.365044",38900
"CRI",139,"0.365044",39200
"CRI",140,"0.365044",39400
"CRI",141,"0.365044",39700
"CRI",142,"0.365044",40000
"CRI",143,"0.365044",40300
"CRI",144,"0.365044",40600
"CRI",145,"0.365044",40800
"CRI",146,"0.365044",41100
"CRI",147,"0.365044",41400
"CRI",148,"0.365044",41700
"CRI",149,"0.365044",42000
"CRI",150,"0.365044",42300
"CZE",50,"0.446936",18200
"CZE",51,"0.446936",18600
"CZE",52,"0.446936",18900
"CZE",53,"0.446936",19300
"CZE",54,"0.446936",19700
"CZE",55,"0.446936",20000
"CZE",56,"0.446936",20400
"CZE",57,"0.446936",20800
"CZE",58,"0.446936",21100
"CZE",59,"0.446936",21500
"CZE",60,"0.446936",21800
"CZE",61,"0.446936",22200
"CZE",62,"0.446936",22600
"CZE",63,"0.446936",22900
"CZE",64,"0.446936",23300
"CZE",65,"0.446936",23700
"CZE",66,"0.446936",24000
"CZE",67,"0.446936",24400
"CZE",68,"0.446936",24800
"CZE",69,"0.446936",25100
"CZE",70,"0.446936",25500
"CZE",71,"0.446936",25900
"CZE",72,"0.446936",26200
"CZE",73,"0.446936",26600
"CZE",74,"0.446936",26900
"CZE",75,"0.446936",27300
"CZE",76,"0.446936",27700
"CZE",77,"0.446936",28000
"CZE",78,"0.446936",28400
"CZE",79,"0.446936",28800
"CZE",80,"0.446936",29100
"CZE",81,"0.446936",29500
"CZE",82,"0.446936",29900
"CZE",83,"0.446936",30200
"CZE",84,"0.446936",30600
"CZE",85,"0.446936",30900
"CZE",86,"0.446936",31300
"CZE",87,"0.446936",31700
"CZE",88,"0.446936",32000
"CZE",89,"0.446936",32400
"CZE",90,"0.446936",32800
"CZE",91,"0.446936",33100
"CZE",92,"0.446936",33500
"CZE",93,"0.446936",33900
"CZE",94,"0.446936",34200
"CZE",95,"0.446936",34600
"CZE",96,"0.446936",35000
"CZE",97,"0.446936",35300
"CZE",98,"0.446936",35700
"CZE",99,"0.446936",36000
"CZE",100,"0.446936",36400
"CZE",101,"0.446936",36800
"CZE",102,"0.446936",37100
"CZE",103,"0.446936",37500
"CZE",104,"0.446936",37900
"CZE",105,"0.446936",38200
"CZE",106,"0.446936",38600
"CZE",107,"0.446936",39000
"CZE",108,"0.446936",39300
"CZE",109,"0.446936",39700
"CZE",110,"0.446936",40100
"CZE",111,"0.446936",40400
"CZE",112,"0.446936",40800
"CZE",113,"0.446936",41100
"CZE",114,"0.446936",41500
"CZE",115,"0.446936",41900
"CZE",116,"0.446936",42200
"CZE",117,"0.446936",42600
"CZE",118,"0.446936",43000
"CZE",119,"0.446936",43300
"CZE",120,"0.446936",43700
"CZE",121,"0.446936",44100
"CZE",122,"0.446936",44400
"CZE",123,"0.446936",44800
"CZE",124,"0.446936",45100
"CZE",125,"0.446936",45500
"CZE",126,"0.446936",45900
"CZE",127,"0.446936",46200
"CZE",128,"0.446936",46600
"CZE",129,"0.446936",47000
"CZE",130,"0.446936",47300
"CZE",131,"0.446936",47700
"CZE",132,"0.446936",48100
"CZE",133,"0.446936",48400
"CZE",134,"0.446936",48800
"CZE",135,"0.446936",49200
"CZE",136,"0.446936",49500
"CZE",137,"0.446936",49900
"CZE",138,"0.446936",50200
"CZE",139,"0.446936",50600
"CZE",140,"0.446936",51000
"CZE",141,"0.446936",51300
"CZE",142,"0.446936",51700
"CZE",143,"0.446936",52100
"CZE",144,"0.446936",52400
"CZE",145,"0.446936",52800
"CZE",146,"0.446936",53200
"CZE",147,"0.446936",53500
"CZE",148,"0.446936",53900
"CZE",149,"0.446936",54300
"CZE",150,"0.446936",54600
"DEU",50,"0.520653",37600
"DEU",51,"0.522167",38300
"DEU",52,"0.522167",39100
"DEU",53,"0.523681",39800
"DEU",54,"0.525196",40600
"DEU",55,"0.52671",41300
"DEU",56,"0.528224",42100
"DEU",57,"0.529739",42800
"DEU",58,"0.529739",43600
"DEU",59,"0.531253",44300
"DEU",60,"0.534282",45100
"DEU",61,"0.534282",45800
"DEU",62,"0.535796",46600
"DEU",63,"0.537311",47300
"DEU",64,"0.537311",48100
"DEU",65,"0.540339",48800
